name,LogFC,pvalue,padj,exp
ADH5,-1.1220602685509242,0.21892372701944313,0.9992707319087202,pg_pd
ADH6,-0.5546380759664162,0.25303955777292053,0.9992707319087202,pg_pd
ADI1,-0.8440493840126565,0.09167052517412241,0.8825952888857367,pg_pd
ADK2,-1.0680933737197598,0.04503577958017002,0.621022373000891,pg_pd
ADY2,-0.3131651112643829,0.5911688414337053,0.9992707319087202,pg_pd
ADY3,-0.17839003270157325,0.739516914473582,0.9992707319087202,pg_pd
ADY4,-1.070300896378994,0.07257655073526884,0.7966925910257919,pg_pd
AFB1,1.1615658805431814,0.13006773031306043,0.981604902206378,pg_pd
AFG1,0.6765273613617208,0.27911872578763314,0.9992707319087202,pg_pd
AFI1,0.42378129978964996,0.5656422906738028,0.9992707319087202,pg_pd
AFR1,-0.3918511027304732,0.6363642593313701,0.9992707319087202,pg_pd
AGC1,-0.4134059641976569,0.7358981816088341,0.9992707319087202,pg_pd
AGE1,-0.5095208829517924,0.34037377415791475,0.9992707319087202,pg_pd
AGE2,4.769936744632201,7.182056136613987e-27,1.8921453349006666e-24,pg_pd
AGP3,-0.4639235367401726,0.6246565480024768,0.9992707319087202,pg_pd
AGX1,0.019453466976173152,0.9691189547861585,0.9992707319087202,pg_pd
AHA1,-0.9646063544346647,0.43278765151072474,0.9992707319087202,pg_pd
AHC1,0.38324350852231515,0.4250900117545764,0.9992707319087202,pg_pd
AHP1,0.13214997315361707,0.7947104037681884,0.9992707319087202,pg_pd
AHT1,-0.17891233530136727,0.7014723564009746,0.9992707319087202,pg_pd
AIF1,-0.4546764779153964,0.7558108696427476,0.9992707319087202,pg_pd
AIM14,-0.2874709356476794,0.4294352652081187,0.9992707319087202,pg_pd
AIM17,-0.05115007724276365,0.8915453971861091,0.9992707319087202,pg_pd
AIM18,2.697129496278892,0.00767498685483595,0.1544591104535735,pg_pd
AIM19,-0.3146759676811294,0.3613460400907494,0.9992707319087202,pg_pd
AIM20,-0.7141100836684071,0.15592512771787506,0.9992707319087202,pg_pd
