pvalue	Description	condition	NES	geneID	coverage	setSize	qvalue	padj
0.039648426781443244	organic substance catabolic process	pg_rg	1.2014594815662731	IPK1/RAD27/UBC4/ILV1/UBR1/VPS36/RPL40B/HAM1/NAT3/TDH1/SKI2/GCV3/VMS1/CTS2/PUB1/RPS28A/RTT101/YUH1/APE2/CTH1/STO1/BSD2/PXA1/NPL4/VPS27/PXA2/PSH1/PFK27/ADH5/GLO1/UBX4/DCW1/DSD1/YLR345W/CIR1/ATG15/MNS1/GCV1/DCI1/EFG1/GPD1/YJR096W/LPX1/PNG1/YGR122W/UBC8/DDP1/URH1/PYK2/TES1/KGD2/DAL7/TDH3/NAM7/BST1/CIT1/JEM1/REG1/TGL4/APA2/YER010C/YOS9/MAC1/POP2/PLC1/TDH2/SCS3/GDE1/SMY2	17.647058823529413	391	0.5931098980352296	0.45444818562644945
0.04045347796480678	protein-containing complex organization	pg_rg	1.2334564294752064	BRR1/NGG1/POM34/ATP20/HHF1/SPT4/DEP1/PET122/PIH1/INA22/CHZ1/RPL6B/RPL40B/MRP7/NPL6/SDH5/ESC1/NUP2/PUB1/RSA3/POM152/RPS28A/SDC1/ARP6/ASF1/BIK1/COA3/PET100/SOM1/FOB1/RAD54/RBL2/CIN8/HTB2/HHF2/RAD5	11.180124223602485	322	0.5967479424925444	0.45444818562644945
0.04142202398874224	nucleosome organization	pg_rg	1.5563002177083216	HHF1/NPL6/ASF1/HHF2	33.33333333333333	12	0.6026650642341879	0.45444818562644945
0.04219707225464387	endosome transport via multivesicular body sorting pathway	pg_rg	1.5340792121029554	ELO3/VPS36/VPS20/ELO2/VPS27/MVB12	19.35483870967742	31	0.6033716294543477	0.454976353319873
0.043090961310818826	late endosome to vacuole transport	pg_rg	1.4818457570474786	ELO3/VPS36/VPS20/ELO2/VPS27/VPS30	18.75	32	0.6033716294543477	0.4609551007904512
0.04317485792527642	mitotic recombination	pg_rg	1.5104403006767186	RAD27/SGS1/IRC19/YRF1-6/RAD54/ARP8	30	20	0.6033716294543477	0.4609551007904512
0.04578586445207499	ribonucleotide metabolic process	pg_rg	1.4268499398821963	ATP20/TDH1/PFK27/YLR345W/LSC1/URA4/DDP1/ACS1/PYK2/TES1/KGD2/TDH3/CIT1/NCA3/LAT1/TDH2/SCS3	30.357142857142854	56	0.6207213021427348	0.46312788419980766
0.04593003810246026	nucleobase-containing compound transport	pg_rg	1.400784125729834	POM34/MSN5/VPS36/VPS20/FCY2/NUP2/POM152/STO1/PXA1/NPL4/VPS27/PXA2/MVB12	20.967741935483872	62	0.6207213021427348	0.46312788419980766
0.04633316430352476	alcohol metabolic process	pg_rg	1.463419700192115	IPK1/KCS1/THI2/YAT2/ORA1/THI12/ADH5/IDP2/NDE2/DDP1/SRT1/THI21/PLC1/ARE1/LCB4	28.30188679245283	53	0.6207213021427348	0.4650397781247785
0.04675403266882839	monocarboxylic acid metabolic process	pg_rg	1.3485104192384725	ELO3/ARF1/TDH1/HTD2/YAT2/PXA1/ELO2/PXA2/PFK27/YAT1/GLO1/YLR345W/CIR1/IDP2/DCI1/ACS1/PYK2/TES1/DAL7/TDH3/YER010C/LAT1	22.68041237113402	97	0.6207213021427348	0.4671113906087534
